Words,Avg Guesses,Failures
abaci,4.403134523291249,244
aback,4.484109708315193,264
abaft,4.382455376578146,222
abase,4.421419242490205,305
abash,4.409882455376578,237
abate,4.3256421419242495,248
abbey,4.49782324771441,325
abbot,4.356334349151067,238
abeam,4.395298215063126,258
abets,4.197431432303004,211
abhor,4.221593382673052,189
abide,4.25859817152808,244
abler,4.140835872877666,179
abode,4.229429690901175,235
abort,4.110143665650849,179
about,4.230953417501088,224
above,4.368306486721811,261
abuse,4.320200261210275,289
abuts,4.242054854157597,244
abuzz,4.677622986504136,374
abyss,4.4823683064867215,302
ached,4.269917283413148,241
aches,4.277753591641271,257
achoo,4.436656508489334,284
acids,4.274053112755769,274
acing,4.273182411841533,251
acmes,4.234218545929473,240
acorn,4.162168045276448,223
acres,4.197431432303004,252
acrid,4.182847191989552,224
acted,4.196996081845886,235
actor,4.124292555507183,193
acute,4.235524597300827,267
adage,4.420548541575968,307
adapt,4.281889420983892,210
added,4.586417065737919,361
adder,4.351545494122769,277
addle,4.345015237265999,273
adept,4.162603395733566,206
adieu,4.34915106660862,314
adman,4.371571615150196,237
admen,4.191118850674793,226
admit,4.178493687418372,193
adobe,4.235306922072268,234
adopt,4.1373530692207225,191
adore,4.209403569873748,263
adorn,4.163256421419242,223
adult,4.2059207662168046,230
adzes,4.391815411406182,305
aegis,4.323683064867218,317
aeons,4.23073574227253,287
aerie,4.3804962995211145,330
affix,4.6282107096212455,359
afire,4.256856769699608,265
afoot,4.36417065737919,256
afoul,4.264257727470614,234
after,4.164344797562038,198
again,4.425337396604267,289
agape,4.393556813234654,274
agate,4.386155855463648,297
agave,4.526774053112756,338
agent,4.214845450587723,240
agile,4.257292120156726,276
aging,4.453852851545494,297
agism,4.264475402699173,236
aglow,4.2333478450152375,201
agony,4.3169351327818895,271
agree,4.374183717892904,289
ahead,4.409664780148019,305
aided,4.413147583804963,306
aides,4.232477144101002,288
ailed,4.171310404875925,260
aimed,4.226382237701349,252
aired,4.195690030474532,274
aisle,4.229865041358293,289
alarm,4.343273835437527,254
album,4.244666956900304,204
alder,4.126469307792773,201
alert,4.146713104048759,217
algae,4.371571615150196,287
alias,4.406835002176752,339
alibi,4.358293426208098,243
alien,4.187853722246408,274
align,4.1922072268175885,225
alike,4.282760121898128,275
aline,4.218328254244667,282
alive,4.328036569438398,287
allay,4.6282107096212455,393
alley,4.423595994775795,323
allot,4.294514584240313,260
allow,4.37070091423596,254
alloy,4.414671310404876,301
aloes,4.232041793643884,292
aloft,4.1380060949064,187
aloha,4.36003482803657,263
alone,4.186983021332172,260
along,4.180235089246843,218
aloof,4.3539399216369175,254
aloud,4.236395298215063,270
alpha,4.3619939050936,224
altar,4.291902481497606,246
alter,4.152808010448411,226
altho,4.149978232477144,190
altos,4.139094471049194,241
alums,4.211797997387897,232
amass,4.5546364823683065,332
amaze,4.542228994340444,338
amber,4.162603395733566,180
amble,4.1606443186765345,184
ameba,4.412929908576404,259
ameer,4.323030039181541,268
amend,4.194166303874619,216
amigo,4.285807575097954,244
amino,4.288419677840662,270
amirs,4.226164562472791,247
amiss,4.41815411406182,316
amity,4.26512842838485,222
among,4.242054854157597,223
amour,4.243143230300392,230
ample,4.125380931649978,165
amply,4.2296473661297345,192
ampul,4.217022202873313,193
amuck,4.346321288637353,250
amuse,4.312799303439268,288
angel,4.190465824989116,233
anger,4.193295602960383,229
angle,4.190465824989116,234
angry,4.2666521549847625,233
angst,4.21332172398781,219
anime,4.226382237701349,252
anion,4.4673487157161516,369
anise,4.260121898127993,298
ankhs,4.305616020896822,250
ankle,4.2433609055289505,264
annex,4.531127557683935,348
annoy,4.469525468001741,337
annul,4.43535045711798,320
anode,4.218763604701785,260
anons,4.4175010883761425,329
anted,4.173487157161515,253
antes,4.186329995646496,251
antic,4.184588593818024,216
antis,4.203308663474097,259
anvil,4.272094035698737,235
aorta,4.304092294296909,272
apace,4.344362211580322,269
apart,4.255550718328254,206
aphid,4.24357858075751,223
aping,4.225729212015673,214
appal,4.530909882455377,315
apple,4.320200261210275,246
apply,4.415759686547671,267
apron,4.1232041793643885,180
apses,4.3855028297779715,288
apter,4.1144971702220285,188
aptly,4.168262951676099,179
aquae,4.637570744449282,422
aquas,4.677622986504136,452
arbor,4.338049629952112,244
arced,4.154114061819765,231
ardor,4.321941663038746,266
areas,4.395515890291684,323
arena,4.355028297779713,303
argon,4.1852416195037,223
argot,4.145189377448847,207
argue,4.295602960383109,287
arias,4.4079233783195475,342
arise,4.240313452329125,298
armed,4.140835872877666,219
armor,4.324118415324336,248
aroma,4.323683064867218,230
arose,4.233565520243796,276
array,4.548106225511537,335
arrow,4.367218110579016,256
arson,4.216586852416195,252
artsy,4.235089246843709,267
ascot,4.257292120156726,256
ashed,4.26730518067044,257
ashen,4.264475402699173,255
ashes,4.476708750544188,333
aside,4.298650413582934,300
asked,4.332390074009577,296
askew,4.395951240748802,283
aspen,4.222464083587288,238
aspic,4.232477144101002,214
assay,4.621027427078799,361
asses,4.617544623421854,404
asset,4.382890727035264,304
aster,4.210056595559426,254
astir,4.241837178929038,266
atlas,4.319547235524597,270
atoll,4.299956464954288,257
atoms,4.193513278188942,216
atone,4.1880713974749675,257
atria,4.378537222464083,301
attar,4.471266869830213,286
attic,4.359381802350892,257
audio,4.388767958206356,336
audit,4.240748802786243,257
auger,4.281671745755333,281
aught,4.316282107096212,254
augur,4.419460165433174,287
aunts,4.210056595559426,257
aurae,4.416412712233348,334
aural,4.411188506747932,323
auras,4.404875925119722,337
autos,4.272747061384415,286
avail,4.478014801915542,328
avast,4.442969090117544,282
avers,4.317805833696125,280
avert,4.22202873313017,214
avian,4.499346974314323,344
avoid,4.351110143665651,281
avows,4.387026556377884,280
await,4.411406181976491,290
awake,4.49129299085764,328
award,4.359164127122334,250
aware,4.383979103178058,294
awash,4.468001741401828,287
awful,4.320200261210275,231
awing,4.331519373095341,256
awoke,4.37265999129299,284
axial,4.550282977797127,359
axing,4.4216369177187635,280
axiom,4.437744884632129,307
axles,4.349368741837179,283
axons,4.387026556377884,310
azure,4.404222899434044,320
baaed,4.376578145407053,280
babel,4.355245973008271,256
babes,4.450152372659991,323
backs,4.262298650413583,208
bacon,4.203961689159773,215
badge,4.216586852416195,204
badly,4.196560731388768,165
bagel,4.19830213321724,210
baggy,4.533086634740966,317
bails,4.202873313016979,249
baits,4.168045276447541,224
baize,4.413147583804963,308
baked,4.274488463212887,241
baker,4.228994340444057,226
bakes,4.309969525468002,274
balds,4.141053548106226,183
baled,4.143447975620375,200
bales,4.171963430561602,223
balks,4.205050065302569,200
balky,4.322594688724423,237
balls,4.321723987810187,234
balms,4.145624727905965,174
balmy,4.246626033957336,191
balsa,4.394209838920331,268
banal,4.317370483239007,215
bands,4.179799738789725,202
bandy,4.211797997387897,185
banes,4.198519808445799,247
bangs,4.223770134958642,217
banjo,4.371353939921637,251
banks,4.2383543752720945,221
banns,4.371136264693078,263
barbs,4.3434915106660865,256
bards,4.152154984762734,198
bared,4.151937309534175,211
barer,4.324336090552895,248
bares,4.190683500217675,235
barfs,4.196560731388768,199
barge,4.190030474531998,196
barks,4.202655637788419,214
barns,4.146713104048759,197
baron,4.168698302133217,193
basal,4.390944710491946,271
based,4.22181105790161,233
baser,4.195037004788855,234
bases,4.414453635176317,312
basic,4.282107096212451,244
basil,4.22202873313017,227
basin,4.27818894209839,260
basis,4.421201567261646,311
basks,4.415324336090553,264
bassi,4.446451893774489,296
basso,4.442098389203308,303
baste,4.179582063561167,208
batch,4.201567261645625,173
bated,4.1647801480191555,203
bates,4.185023944275142,219
bathe,4.187200696560732,193
baths,4.207444492816718,180
batik,4.249455811928603,210
baton,4.134087940792337,183
batty,4.406181976491076,260
bauds,4.2616456247279055,251
bawdy,4.32977797126687,219
bawls,4.1926425772747065,179
bayed,4.300827165868524,265
bayou,4.3759251197213755,282
beach,4.212668698302133,218
beads,4.235742272529386,258
beady,4.283630822812364,250
beaks,4.303439268611232,274
beams,4.225511536787113,232
beans,4.190901175446235,244
beard,4.158467566390945,216
bears,4.191989551589029,242
beast,4.188289072703526,226
beats,4.187200696560732,227
beaus,4.304092294296909,301
beaux,4.433826730518067,325
bebop,4.391815411406182,263
becks,4.319982585981715,243
beech,4.395951240748802,238
beefs,4.472790596430126,303
beefy,4.511754462342186,288
beeps,4.415324336090553,292
beers,4.377884196778407,286
beets,4.38789725729212,294
befit,4.242054854157597,231
befog,4.309969525468002,241
began,4.23269481932956,234
begat,4.20047888550283,224
beget,4.362429255550718,246
begin,4.2383543752720945,240
begot,4.246190683500218,230
begun,4.269699608184588,244
beige,4.419460165433174,302
being,4.24357858075751,231
belay,4.257292120156726,254
belch,4.202655637788419,167
belie,4.33609055289508,266
belle,4.495864170657379,298
bells,4.374401393121463,267
belly,4.404005224205485,258
below,4.216804527644754,186
belts,4.16390944710492,199
bench,4.221593382673052,188
bends,4.221158032215934,224
bents,4.171963430561602,206
beret,4.260557248585111,202
bergs,4.238789725729212,241
berms,4.179799738789725,188
berry,4.393774488463213,256
berth,4.136264693077928,149
beryl,4.274053112755769,238
beset,4.3667827601218985,266
besom,4.2483674357858074,233
besot,4.228123639529821,246
bests,4.378101872006965,273
betas,4.194383979103178,216
bevel,4.437744884632129,266
bible,4.3804962995211145,273
bicep,4.186329995646496,197
biddy,4.518284719198955,304
bided,4.391380060949064,280
bides,4.255333043099696,278
bidet,4.158249891162385,198
biers,4.205485415759687,235
bight,4.269699608184588,198
bigot,4.21767522855899,195
biked,4.282542446669569,246
biker,4.234436221158032,232
bikes,4.347845015237266,305
bilge,4.215716151501959,219
bilks,4.265999129299086,230
bills,4.403134523291249,286
billy,4.4403569873748365,292
bimbo,4.436003482803657,241
binds,4.266869830213322,247
binge,4.250326512842839,239
bingo,4.284283848498041,219
biped,4.20047888550283,206
birch,4.212886373530692,190
birds,4.213539399216369,218
birth,4.158902916848063,167
bison,4.284283848498041,263
bitch,4.228341314758381,191
bites,4.228558989986939,262
blabs,4.341097083151937,241
black,4.188289072703526,157
blade,4.136264693077928,200
blame,4.137135393992164,185
bland,4.113844144536352,158
blank,4.186765346103614,180
blare,4.136482368306487,197
blast,4.1510666086199395,194
blaze,4.3023508924684375,237
bleak,4.249673487157161,240
bleat,4.10992599042229,180
bleed,4.3119286025250325,238
bleep,4.285154549412277,203
blend,4.1602089682194165,188
blent,4.1007836308228125,163
bless,4.3855028297779715,257
blest,4.199390509360035,218
blimp,4.18741837178929,170
blind,4.179582063561167,202
bling,4.259033521985198,208
blink,4.271876360470179,229
blips,4.1917718763604706,196
bliss,4.386808881149325,282
blitz,4.317805833696125,221
bloat,4.10992599042229,184
blobs,4.380713974749673,247
block,4.247714410100131,179
blocs,4.1926425772747065,202
blogs,4.222681758815847,203
blond,4.149107531562908,188
blood,4.347191989551589,237
bloom,4.368306486721811,227
blots,4.141706573791902,191
blown,4.2209403569873745,177
blows,4.2437962559860685,199
blued,4.2150631258162825,238
bluer,4.225729212015673,234
blues,4.2383543752720945,256
bluff,4.462559860687854,258
blunt,4.195037004788855,189
blurb,4.4403569873748365,281
blurs,4.249020461471485,233
blurt,4.174793208532869,191
blush,4.288637353069221,232
board,4.154984762734001,189
boars,4.186329995646496,221
boast,4.204397039616891,225
boats,4.1980844579886805,231
bobby,4.718981279930344,388
boded,4.367871136264693,262
bodes,4.231171092729648,243
bogey,4.297344362211581,253
boggy,4.559425337396604,320
bogie,4.2790596430126255,249
bogus,4.342185459294733,283
boils,4.223117109272965,244
bolas,4.194601654331737,230
boles,4.202873313016979,240
bolls,4.389420983892033,269
bolts,4.142794949934697,195
bombs,4.442969090117544,261
bonds,4.205485415759687,212
boned,4.160861993905094,214
boner,4.153243360905529,225
bones,4.216369177187636,265
boney,4.241837178929038,236
bongo,4.412059207662168,249
bongs,4.255768393556814,244
bonny,4.466695690030474,294
bonus,4.291684806269046,278
boobs,4.609490639965172,350
booby,4.688506747932085,375
booed,4.3617762298650415,267
books,4.479538528515455,294
booms,4.391380060949064,250
boons,4.375707444492817,266
boors,4.352198519808446,249
boost,4.398345668262952,278
booth,4.379190248149761,237
boots,4.376578145407053,269
booty,4.429255550718328,277
booze,4.528733130169787,322
boozy,4.6460600783630825,347
borax,4.328471919895516,219
bored,4.149107531562908,201
borer,4.341532433609055,281
bores,4.190683500217675,236
borne,4.145842403134523,195
boron,4.379843273835437,256
bosom,4.423813670004353,252
bossy,4.455158902916848,278
bosun,4.301044841097083,269
botch,4.231824118415324,193
bough,4.379625598606879,273
bound,4.255986068785372,237
bouts,4.260557248585111,250
bowed,4.235742272529386,215
bowel,4.211580322159338,189
bower,4.203961689159773,206
bowls,4.26295167609926,217
boxed,4.352198519808446,252
boxer,4.328036569438398,258
boxes,4.435132781889421,314
bozos,4.584240313452329,326
brace,4.147801480191554,200
bract,4.093164997823248,162
brads,4.169133652590335,204
brags,4.200261210274271,218
braid,4.163256421419242,205
brain,4.18959512407488,199
brake,4.213974749673487,223
brand,4.115803221593382,167
brash,4.2067914671310405,186
brass,4.347845015237266,268
brats,4.140835872877666,205
brave,4.255768393556814,217
bravo,4.272311710927297,191
brawl,4.224858511101437,182
brawn,4.178276012189813,150
brays,4.254680017414018,243
bread,4.144536351763169,208
break,4.216804527644754,226
breed,4.311275576839356,253
brews,4.253373966042664,203
briar,4.36417065737919,279
bribe,4.358293426208098,264
brick,4.250761863299957,200
bride,4.166739225076187,214
brief,4.194819329560296,202
brier,4.332607749238137,268
brigs,4.23704832390074,236
brims,4.22202873313017,219
brine,4.149542882020026,211
bring,4.238136700043535,206
brink,4.254680017414018,219
briny,4.25642141924249,219
brisk,4.281454070526774,232
broad,4.163474096647802,196
broil,4.175446234218546,194
broke,4.217239878101872,216
brood,4.352633870265564,248
brook,4.412712233347845,257
broom,4.349586417065738,215
broth,4.140835872877666,168
brown,4.229429690901175,195
brows,4.233565520243796,204
bruin,4.264257727470614,236
brunt,4.179799738789725,193
brush,4.291684806269046,249
brusk,4.328907270352634,266
brute,4.141271223334784,184
bucks,4.391815411406182,280
buddy,4.528297779712669,321
budge,4.334566826295168,260
buffs,4.56247279059643,327
buggy,4.58837614279495,336
bugle,4.244231606443186,233
build,4.272529386155855,258
built,4.213974749673487,230
bulbs,4.44383979103178,290
bulge,4.24553765781454,232
bulgy,4.340661732694819,246
bulks,4.297997387897257,236
bulky,4.355681323465389,235
bulls,4.42882020026121,291
bully,4.472790596430126,291
bumps,4.331519373095341,224
bumpy,4.345885938180235,202
bunch,4.262734000870701,206
bungs,4.354375272094035,271
bunks,4.332172398781019,268
bunny,4.497605572485851,308
bunts,4.245973008271658,234
buoys,4.387679582063561,303
burgs,4.288637353069221,254
burka,4.272747061384415,223
burly,4.324553765781454,251
burns,4.244231606443186,233
burnt,4.188506747932085,192
burps,4.240748802786243,220
burro,4.455811928602525,302
burrs,4.4307792773182415,308
burst,4.2296473661297345,224
busby,4.570091423595994,363
bused,4.301262516325642,280
buses,4.487810187200696,350
bushy,4.414018284719199,294
busts,4.4309969525468,289
butch,4.277753591641271,205
butte,4.404222899434044,285
butts,4.434479756203744,298
buxom,4.47409664780148,279
buyer,4.35785807575098,293
bylaw,4.324336090552895,203
bytes,4.306269046582499,263
byway,4.565302568567697,308
cabal,4.38789725729212,249
cabby,4.502394427514149,291
cabin,4.202655637788419,206
cable,4.163038746190684,205
cacao,4.565302568567697,344
cache,4.425555071832825,304
cacti,4.363299956464954,256
caddy,4.474967348715716,294
cadet,4.153243360905529,208
cadge,4.238789725729212,234
cadre,4.154984762734001,218
caged,4.260557248585111,252
cages,4.273835437527209,274
cagey,4.33413147583805,285
cairn,4.138659120592076,211
caked,4.28232477144101,261
cakes,4.307139747496735,275
calfs,4.18328254244667,202
calif,4.193730953417501,193
calks,4.195472355245973,216
calls,4.31671745755333,263
calms,4.126469307792773,181
calve,4.2437962559860685,227
calyx,4.445798868088811,287
camel,4.1332172398781015,192
cameo,4.247279059643013,250
camps,4.159991292990858,159
campy,4.258162821070962,193
canal,4.3169351327818895,235
candy,4.234653896386591,217
caned,4.1917718763604706,250
canes,4.1922072268175885,267
canny,4.480409229429691,323
canoe,4.231824118415324,273
canon,4.380713974749673,292
canto,4.147583804962995,214
cants,4.142794949934697,206
caped,4.170004353504571,213
caper,4.108402263822377,184
capes,4.185023944275142,228
capon,4.155855463648237,201
carat,4.259686547670875,221
carbs,4.1510666086199395,186
cards,4.148236830648672,216
cared,4.1469307792773185,229
cares,4.177840661732695,244
caret,4.082934262080975,189
cargo,4.222681758815847,220
carol,4.155637788419678,218
carom,4.145842403134523,178
carpi,4.181541140618197,188
carps,4.109055289508054,174
carry,4.388332607749238,267
carts,4.137135393992164,216
carve,4.235959947757945,213
cased,4.236395298215063,259
cases,4.396821941663038,315
casks,4.414453635176317,278
caste,4.190030474531998,240
casts,4.339573356552024,251
catch,4.369830213321724,234
cater,4.1149325206791465,204
catty,4.4079233783195475,278
caulk,4.306269046582499,250
cause,4.311057901610797,303
caved,4.295820635611667,251
caves,4.3302133217239875,291
cavil,4.263822377013496,216
cawed,4.2516325642141926,237
cease,4.428384849804092,342
cedar,4.14018284719199,200
ceded,4.530692207226817,305
cedes,4.395515890291684,291
celli,4.360905528950806,284
cello,4.3530692207226815,262
cells,4.369177187636047,284
cents,4.171528080104484,221
chafe,4.253809316499782,232
chaff,4.48693948628646,273
chain,4.224423160644319,217
chair,4.234436221158032,231
chalk,4.274488463212887,197
champ,4.2200696560731386,166
chant,4.16390944710492,173
chaos,4.272747061384415,263
chaps,4.186983021332172,184
chapt,4.168480626904659,169
charm,4.202655637788419,161
chars,4.182411841532433,197
chart,4.115585546364824,151
chary,4.25446234218546,219
chase,4.259904222899434,268
chasm,4.2457553330431,184
chats,4.19394862864606,203
cheap,4.17239878101872,193
cheat,4.182194166303875,215
check,4.483239007400957,273
cheek,4.472572921201567,282
cheep,4.367653461036134,229
cheer,4.3439268611232045,253
chefs,4.3169351327818895,239
chess,4.4490639965171965,299
chest,4.248802786242925,226
chews,4.329995646495429,242
chewy,4.380713974749673,241
chick,4.511319111885068,287
chide,4.284719198955159,260
chief,4.30387461906835,237
child,4.219634305616021,214
chile,4.213757074444928,236
chili,4.413582934262081,271
chill,4.39007400957771,267
chime,4.262516325642142,229
chimp,4.234000870700914,185
china,4.259468872442316,238
chink,4.300827165868524,234
chino,4.265999129299086,252
chins,4.2932085328689595,270
chips,4.281018720069656,246
chirp,4.168698302133217,191
chits,4.244884632128864,246
chive,4.3535045711797995,259
chock,4.498040922942969,294
choir,4.194819329560296,215
choke,4.28014801915542,231
chomp,4.23051806704397,178
chops,4.213757074444928,204
chord,4.205485415759687,219
chore,4.189377448846321,216
chose,4.29081410535481,271
chows,4.291249455811928,230
chuck,4.537440139312146,310
chugs,4.389856334349151,290
chump,4.257292120156726,172
chums,4.326730518067044,256
chunk,4.316282107096212,226
churl,4.239660426643448,229
churn,4.248585111014367,246
chute,4.242054854157597,229
cider,4.161297344362212,214
cigar,4.209403569873748,220
cilia,4.363082281236395,263
cinch,4.402046147148455,269
circa,4.429473225946888,300
cited,4.19394862864606,241
cites,4.23269481932956,289
civet,4.2890727035263385,249
civic,4.689377448846321,369
civil,4.471702220287331,297
clack,4.361558554636482,226
claim,4.158032215933827,185
clamp,4.08837614279495,126
clams,4.124510230735742,182
clang,4.168045276447541,181
clank,4.184806269046582,191
clans,4.131258162821071,209
claps,4.09490639965172,181
clash,4.18328254244667,198
clasp,4.1107966913365255,175
class,4.316282107096212,269
claws,4.179146713104049,201
clean,4.1560731388767955,226
clear,4.149107531562908,211
cleat,4.122768828907271,204
clefs,4.227035263387027,219
cleft,4.163256421419242,173
clerk,4.223334784501524,211
clews,4.236177622986504,221
click,4.456464954288202,292
cliff,4.44405746626034,283
climb,4.195037004788855,188
clime,4.187200696560732,220
cling,4.239007400957771,231
clink,4.2703526338702655,245
clips,4.163038746190684,203
clipt,4.106660861993905,180
clits,4.164344797562038,231
cloak,4.221375707444492,218
clock,4.41380060949064,248
clods,4.199825859817153,232
clogs,4.23922507618633,228
clomp,4.122986504135829,139
clone,4.152808010448411,209
clops,4.149107531562908,189
close,4.216151501959077,248
cloth,4.166521549847627,187
clots,4.143230300391815,215
cloud,4.24553765781454,250
clout,4.210056595559426,246
clove,4.2703526338702655,219
clown,4.222681758815847,194
cloys,4.2749238136700045,248
clubs,4.244884632128864,219
cluck,4.468654767087505,296
clued,4.217457553330431,251
clues,4.2200696560731386,268
clump,4.177622986504136,156
clung,4.275141488898563,216
clunk,4.294732259468873,225
coach,4.421854592947323,283
coals,4.177187636047018,250
coast,4.2109272964736615,247
coats,4.209838920330866,249
cobra,4.215280801044841,206
cocci,4.645842403134523,374
cocks,4.502829777971267,314
cocky,4.5690030474532,339
cocoa,4.596430126251633,360
codas,4.21985198084458,248
coded,4.374183717892904,280
codes,4.251197213757075,267
codex,4.350892468437092,264
coeds,4.248802786242925,264
coifs,4.337396604266434,289
coils,4.216804527644754,259
coins,4.272747061384415,296
coked,4.2566390944710495,245
cokes,4.314323030039182,290
colas,4.185676969960818,249
colds,4.199825859817153,235
colic,4.4037875489769265,285
colon,4.350892468437092,250
color,4.337396604266434,245
colts,4.1652154984762735,226
comas,4.2383543752720945,233
combo,4.428384849804092,252
combs,4.250979538528515,206
comer,4.153243360905529,215
comes,4.244449281671746,262
comet,4.1697866782760125,200
comfy,4.355245973008271,238
comic,4.422942969090117,272
comma,4.391597736177623,266
conch,4.403134523291249,270
condo,4.384196778406618,288
cones,4.230082716586852,291
conga,4.26295167609926,249
conic,4.424466695690031,314
conks,4.28014801915542,248
cooed,4.372006965607314,287
cooks,4.461689159773618,295
cooky,4.549194601654332,330
cools,4.356334349151067,278
coons,4.397039616891598,297
coops,4.363735306922072,263
coots,4.375489769264258,296
coped,4.162168045276448,199
copes,4.214845450587723,238
copra,4.14214192424902,179
copse,4.237483674357858,242
coral,4.156290814105355,215
cords,4.175010883761428,226
cored,4.15520243796256,230
cores,4.189812799303439,260
corks,4.23487157161515,226
corms,4.155855463648237,190
corns,4.164344797562038,225
corny,4.252720940356987,243
corps,4.140835872877666,190
costs,4.387026556377884,298
cotes,4.20918589464519,261
couch,4.519155420113191,341
cough,4.379843273835437,276
could,4.24553765781454,251
count,4.200696560731389,244
coupe,4.2333478450152375,234
coups,4.250979538528515,248
court,4.202002612102743,234
coven,4.26077492381367,253
cover,4.261863299956465,249
coves,4.351763169351328,295
covet,4.2707879843273835,231
covey,4.377448846321289,284
cowed,4.2383543752720945,229
cower,4.213974749673487,221
cowls,4.2429255550718326,222
coyer,4.287984327383544,282
coyly,4.475402699172834,311
cozen,4.346103613408794,275
crabs,4.156290814105355,187
crack,4.382890727035264,234
craft,4.123857205050065,165
crags,4.211797997387897,236
cramp,4.107531562908141,138
crams,4.144971702220287,187
crane,4.139747496734872,227
crank,4.198737483674358,202
crape,4.116891597736178,192
craps,4.11427949499347,185
crash,4.202002612102743,208
crass,4.356334349151067,287
crate,4.082716586852416,198
crave,4.2516325642141926,231
crawl,4.219634305616021,198
craws,4.216586852416195,217
craze,4.311057901610797,259
crazy,4.36852416195037,245
creak,4.210274270787984,223
cream,4.140835872877666,188
credo,4.180670439703961,220
creed,4.318894209838921,277
creek,4.367871136264693,253
creel,4.346756639094471,276
creep,4.251850239442751,206
crepe,4.260339573356552,207
crept,4.074662603395733,149
cress,4.405746626033958,297
crest,4.170004353504571,219
crews,4.254026991728342,222
cribs,4.2109272964736615,218
crick,4.423813670004353,267
cried,4.150413582934262,233
crier,4.324771441010013,284
cries,4.188289072703526,260
crime,4.150195907705703,197
crimp,4.139094471049194,155
crisp,4.179146713104049,203
croak,4.218328254244667,216
croci,4.382890727035264,287
crock,4.431432303003918,272
crone,4.12734000870701,212
crony,4.249891162385721,240
crook,4.419024814976056,275
croon,4.3352198519808445,258
crops,4.134523291249455,186
cross,4.355681323465389,276
croup,4.218763604701785,219
crowd,4.2109272964736615,197
crown,4.19830213321724,199
crows,4.2150631258162825,218
crude,4.207879843273836,245
cruel,4.217239878101872,255
cruet,4.1336525903352195,221
crumb,4.214410100130605,178
crush,4.296691336525903,264
crust,4.223770134958642,248
crypt,4.176099259904223,173
cubed,4.272964736612973,244
cubes,4.331519373095341,305
cubic,4.51306051371354,312
cubit,4.250979538528515,238
cuffs,4.560513713539399,348
cuing,4.354375272094035,293
culls,4.406399651719634,298
cults,4.198737483674358,225
cumin,4.26708750544188,253
cunts,4.222246408358729,255
cupid,4.2662168045276445,248
curbs,4.2520679146713105,242
curds,4.2287766652154986,246
cured,4.203526338702655,254
curer,4.392468437091859,298
cures,4.240531127557684,272
curie,4.235742272529386,269
curio,4.296691336525903,279
curls,4.2292120156726165,262
curly,4.318023508924685,265
curry,4.466042664344798,315
curse,4.240531127557684,238
curst,4.227035263387027,242
curve,4.296909011754463,235
curvy,4.392033086634741,268
cushy,4.410535481062255,309
cusps,4.441010013060514,306
cuter,4.151719634305616,218
cutup,4.374619068350022,244
cycle,4.4444928167174576,301
cynic,4.4910753156290815,319
cysts,4.474314323030039,310
czars,4.317588158467567,245
dacha,4.427514148889856,261
daddy,4.673051806704397,386
dados,4.395298215063126,310
daffy,4.504571179799739,279
daily,4.250761863299957,255
dairy,4.2200696560731386,247
daisy,4.292773182411842,279
dales,4.150631258162821,233
dally,4.372006965607314,247
dames,4.21114497170222,256
damns,4.1510666086199395,199
damps,4.160861993905094,183
dance,4.1743578580757505,226
dandy,4.399869394862865,273
dared,4.347409664780148,292
dares,4.160861993905094,251
darns,4.1282107096212455,216
darts,4.102307357422725,190
dated,4.356769699608185,288
dates,4.175228558989987,241
datum,4.180017414018285,196
daubs,4.249891162385721,241
daunt,4.1789290378754895,218
davit,4.2790596430126255,232
dawns,4.195037004788855,212
dazed,4.552459730082717,353
dazes,4.3759251197213755,305
deals,4.169133652590335,248
dealt,4.126469307792773,212
deans,4.178711362646931,256
dears,4.17022202873313,254
death,4.180888114932521,216
debar,4.154767087505442,202
debit,4.205267740531127,228
debts,4.206138441445363,210
debug,4.304092294296909,243
debut,4.208532868959512,231
decaf,4.234653896386591,234
decal,4.163038746190684,219
decay,4.284283848498041,280
decks,4.308663474096647,248
decor,4.1647801480191555,221
decoy,4.301044841097083,274
decry,4.226817588158467,226
deeds,4.5962124510230735,378
deems,4.377448846321289,277
deeps,4.351545494122769,274
deers,4.348498040922943,296
defer,4.352416195037005,258
deice,4.382455376578146,298
deify,4.359381802350892,298
deign,4.228994340444057,252
deism,4.257727470613844,252
deity,4.297344362211581,296
delay,4.247279059643013,255
delis,4.198737483674358,259
dells,4.351980844579887,275
delta,4.134087940792337,202
delve,4.4083587287766655,262
demon,4.168480626904659,219
demos,4.223334784501524,237
demur,4.182847191989552,203
denim,4.195472355245973,218
dense,4.353286895951241,285
dents,4.163474096647802,229
depot,4.143665650848933,199
depth,4.167609925990423,165
derby,4.219198955158903,189
desks,4.472790596430126,307
deter,4.303003918154114,252
detox,4.3306486721811055,260
deuce,4.439268611232042,316
devil,4.3027862429255554,275
dhoti,4.222899434044406,219
dials,4.21767522855899,263
diary,4.23291249455812,245
diced,4.396168915977362,292
dices,4.270134958641707,295
dicey,4.291467131040488,266
dicks,4.3535045711797995,272
dicky,4.378319547235525,264
dicta,4.209838920330866,220
diets,4.206573791902482,259
digit,4.406181976491076,278
diked,4.426425772747061,306
dikes,4.315193730953418,302
dills,4.383979103178058,290
dilly,4.4636482368306485,310
dimer,4.158467566390945,219
dimes,4.239442751414889,274
dimly,4.281018720069656,233
dined,4.379843273835437,303
diner,4.157596865476709,234
dines,4.219198955158903,286
dingo,4.260992599042229,252
dings,4.2794949934697435,267
dingy,4.326512842838485,270
dinky,4.357422725293862,268
diode,4.423813670004353,318
direr,4.344362211580322,287
dirge,4.190683500217675,231
